image_id,caption
554595,A man in a blue shirt laying next to a yellow surfboard.
120420,A man holding a silver flip phone open in front of his face.
120420,A guy in a green shirt holding his cell phone to take a picture.
120420,A man in a green shirt is taking a picture with his cell phone.
120420,Man in a park taking a picture with his phone.
292456,A man and a woman on a blue motorbike are picking up a piece of luggage from a man.
292456,a woman is sitting on a scooter outside
292456,A man and a woman riding on a motorcycle are getting ready to hit the road.
292456,A man and woman on a scooter receiving baggage from a bellhop.
259690,A handicapped man in a wheelchair is being helped to hold the bat by another man on a tee ball 
259690,A man standing next to another person in a wheel chair.
259690,A man helps a disabled baseball player on the mound.
259690,A man is helping an athlete on a sport field.
259690,A man in a wheel chair who is holding a baseball bat.
505451,A man surfs on a wave in the ocean.
456303,A man doing a trick upside down on his snow board. 
95862,A man pitching a baseball from a mound on a field.
292488,A woman in a jacket with a hood looking at a cell phone .
153229,The group of young men is playing a game of Frisbee.
153229,The men are playing Frisbee in the field outside.
153229,Three men jumping for a frisbee while others play around them.
128654,Man in mid air reaching between his legs to reach a frisbee. 
128654,A man is doing tricks with a frisbee
128654,A man in mid air attempting to catch a frisbee.
530061,A girl in orange sweater using spoon in bowl.
530061,A young girl is eating out of a big bowl
128675,A man holding one water ski at the lake.
349860,a young man doing a jump with his skateboard in a skate park
349860,A man has jumped a ramp with his skateboard.
349860,a man in the air with a skateboard above a half pipe 
349860,A man is in mid air doing a skateboard trick.
341681,A man playing tennis on a tennis court.
341681,A man with a tennis racket is in the air with legs spread apart next to a tennis ball in motion.
63154,A man laying flat on a surfboard paddling through the water
251572,A woman wearing glasses holding a brown and white dog.
251572,A woman laying on a couch with a white and brown puppy.
251572,A young dog relaxing with his or her human at the end of the day
128699,A man that has a skateboard in the air.
128699,A boy jumping on a brick patterned ramp on his skateboard. 
128699,A photo of a man doing a trick on his skateboard.
128699,A man makes a jump on his skateboard before a crowd.
497344,A young boy sitting at a laptop computer.
497344,A little boy talking on the phone and playing with a computer.
136915,A man who is looking at a baseball bat.
136915,A man standing with a baseball bat in a room.
136915,A man is holding a baseball bat next to a Military dressed man. 
136915,a guy showing another guy a base ball bat
136915,A man looking down at a baseball bat that he is holding in his hands 
55002,A man standing over a shiny metal toilet.
325347,A man on a tennis court playing tennis
325347,A man holding a tennis racquet on a tennis court.
325347,A man crouches actively as he plays tennis.
521956,A man in white shirt and wristbands playing tennis.
521956,A man swinging his racket at a ball. 
521956,There is a male tennis player that is going to serve the ball
521956,A man getting ready to serve the ball in a tennis game.
431848,A man is doing a trick on a sidewalk curb.
431848,A black and white photo of a man doing a trick on his skateboard.
431848,a man skating on a drying ground with his hands up
579307,A boy and a man playing with kites on the beach.
579307,The young boy is flying his kite on the beach by the water.
579307,A young boy who is holding a kite in his hands.
579307,A boy is on the beach holding a toy. 
128748,A group of three men standing around a baseball field.
530162,A man holding an umbrella for other people. 
530162,A man holding a large umbrella with some girls and a woman underneath.
448256,Three men stand next to a car with its hood open.
448256,A couple of men standing next to a truck.
448256,Several men standing next to a truck with it's hood open and a boat.
448256,Three men are next to a car and a boat.
448263,"A man and a boy in red jerseys on a baseball field,"
177934,A group of women operating a car wash.
177934,Young women washing motor cycles in the middle of a street.
177934,Two young women are washing two motorcycles with hoses..
177934,Girls wash a motorcycle while men look on.
46872,A man standing along side of a truck trailer.
46872,this is a man spraying a trick with water
46872,a man standing next to a truck with some stuff on it
46872,a man standing beside a large truck in a parking lot
30504,A tall man is on snow skis on a pathway.
456496,A woman sitting in front of the Eiffel tower near pigeons.
456496,"A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind."
456496,A man sitting on cement by some birds
456496,a woman seated on wall and birds besides her
456496,A woman is sitting near a prominent landmark.
358195,A little girl wearing pajamas is riding on a skateboard.
358195,A little girl riding a skateboard down a road.
358195,Young girl dressed in pink with striped pants with one foot on skate board on typical suburban street.
358195,a girl is standing one foot on a skate board
358195,A young girl in tennis shoes riding a skateboard.
350019,A little boy is playing with a suitcase.
350019,A young boy pulling a brown bag of luggage.
350019,A little boy is pulling the luguage  in a suit case
350019,A young boy pulls a large brown suitcase.
350019,a small boy with a bag of luggage
