image_id,caption,new_caption
128112,this is a man riding skis down a hill,this is a woman riding skis down a hill
103548,A man walking beside sheep on a country road.,a woman walking beside sheep on a country road.
185472,The train is approaching and a man is getting off his bicycle.,the train is approaching and a woman is getting off her bicycle.
185472,A train approaching a station with a man and a bike on it. ,a train approaching a station with a woman and a bike on it. 
185472,A train is pulling up to people waiting and a crossing guard getting off his bike.,a train is pulling up to people waiting and a crossing guard getting off her bike.
185473,a large group of horse with men riding on a few of them,a large group of horse with women riding on a few of them
185473,A group of men leading a pack of horses through a field.,a group of women leading a pack of horses through a field.
283785,A man dressed as an animal reading to adults and children in a library,a woman dressed as an animal reading to adults and children in a library
283785,A man reads a story to a group of children.  ,a woman reads a story to a group of children.  
283785,A man is wearing a costume and speaking to children.,a woman is wearing a costume and speaking to children.
283785,Two men dressed as animals entertaining a group of children.,two women dressed as animals entertaining a group of children.
136334,a man skiing down the mountain slope on skis,a woman skiing down the mountain slope on skis
382111,A man riding on the back of a brown horse.,a woman riding on the back of a brown horse.
382111,Two men are riding on horses at a gas station.,two women are riding on horses at a gas station.
382111,two young men on horseback at a gas station near some gas pumps and trucks,two young women on horseback at a gas station near some gas pumps and trucks
79014,This is a blurry image of a man looking at something yellow and roundish.,this is a blurry image of a woman looking at something yellow and roundish.
79014,there is a man in the mirror throwing a ball in the air,there is a woman in the mirror throwing a ball in the air
79014,Blurry picture of a man looking into a mirror which has something on it ,blurry picture of a woman looking into a mirror which has something on it 
79014,a man looking at a round ball in front of him ,a woman looking at a round ball in front of him 
308394,A man sitting on a bench with a shopping bag next to him on a train.,a woman sitting on a bench with a shopping bag next to him on a train.
570539,An older man is sitting on the bus above a movie advertisement.,an older woman is sitting on the bus above a movie advertisement.
570539,A man looking out the window of a bus,a woman looking out the window of a bus
570539,A man sitting in a bus staring out the window.,a woman sitting in a bus staring out the window.
570539,A man sitting on top of a bus over a billboard.,a woman sitting on top of a bus over a billboard.
554156,A man holding a tennis racket in the air,a woman holding a tennis racket in the air
554156,A man on a court with a tennis racket.,a woman on a court with a tennis racket.
554156,A male tennis player is gripping his racquet with two hands.,a woman tennis player is gripping her racquet with two hands.
554156,A man holding a tennis racquet with both hands.,a woman holding a tennis racquet with both hands.
46252,A male baseball player wearing red and white is up to bat.,a woman baseball player wearing red and white is up to bat.
79031,A young surfer boy has rode the wave into shore.,a young surfer woman has rode the wave into shore.
79031,A boy riding a wave on a surfboard.,a woman riding a wave on a surfboard.
79031,A young boy catching a small wave on his surfboard.,a young woman catching a small wave on her surfboard.
119995,A man serves a tennis ball during a match.,a woman serves a tennis ball during a match.
119995,a male tennis player with a blue shirt is playing tennis,a woman tennis player with a blue shirt is playing tennis
119995,a tennis player swinging his racket on a tennis court,a tennis player swinging woman racket on a tennis court
423104,A man getting ready to throw a Frisbee on a field.,a woman getting ready to throw a frisbee on a field.
423104,a guy with a racket  playing tennis on the court ,a woman with a racket  playing tennis on the court 
423104,A man standing on top of a grass covered field with a frisbee.,a woman standing on top of a grass covered field with a frisbee.
423104,A man who is jumping up to catch a Frisbee.,a woman who is jumping up to catch a frisbee.
423104,A man holding a frisbee in his hand in a field. ,a woman holding a frisbee in woman hand in a field. 
177357,a man is riding on a surfboard at the beach,a woman is riding on a surfboard at the beach
177357,A man in a wet suit riding a surfboard on a wave.,a woman in a wet suit riding a surfboard on a wave.
177357,a man riding on top of a wave with a surfboard,a woman riding on top of a wave with a surfboard
177357,this is a man riding a board in the water,this is a woman riding a board in the water
341196,A man riding a wave on top of a surfboard.,a woman riding a wave on top of a surfboard.
341196,a body of water that has a guy surfing on it,a body of water that has a woman surfing on it
193743,A man standing on a tennis court waves to someone. ,a woman standing on a tennis court waves to someone. 
193743,A tennis player sticks out his hand on a court,a tennis player sticks out her hand on a court
193743,A man holding a tennis racket is holding up his hand.,a woman holding a tennis racket is holding up her hand.
464089,A little league baseball player is getting ready hit the ball with his bat. ,a little league baseball player is getting ready hit the ball with her bat. 
488673,A man and woman are in a kitchen.,a man and woman are in a kitchen.
488673,a male and female a cake and a candle,a male and female a cake and a candle
439525,A man and a woman cutting up a small white cake.,a man and a woman cutting up a small white cake.
439525,A man and a woman cutting into a cake with a knife.,a man and a woman cutting into a cake with a knife.
439525,A man and woman cutting a cake at a table.,a man and woman cutting a cake at a table.
