image_id,id,caption,female_indicator,male_indicator
37689,507939,A guy is doing snow boarding tricks in the snow while people are watching him on the sidelines.,0,1
545594,562618,A woman with a red backpack is on a bus.,1,0
545594,563368,a man with an orange backpack standing on a bus,0,1
545594,564526,The person with the tye dye shirt is choosing a seat.,0,0
545594,564580,A woman standing in the center isle of a bus.,1,0
545594,565138,A man holding on to a pole on a bus.,0,1
488251,478941,A man standing in front of a brown horse near a small building,0,1
488251,482058,A man posing with a horse in the shade ,0,1
488251,483237,a man in a black hat standing next to and  holding the reigns of a horse,0,1
488251,487737,A man is posing for a picture while holding the reigns,0,1
488251,824299,A man in a black hat posing with his horse.,0,1
553788,696794,there is a woman laying in a bed using a lap top,1,0
553788,698798,a woman using a white laptop on the bed,1,0
553788,698981,A girl on a bed studying something on her laptop.,1,0
553788,700538,Someone sitting on their bed looking at their laptop,0,0
553788,705194,A person laying on a bed in front of a laptop.,0,0
258883,643276,Someone is working on grilling some food on a grill.,0,0
258883,644179,A person cooking some food on a grill.,0,0
258883,645199,Pitas on a grill get topped with vegetables.,0,0
258883,648268,Pizzas are cooking on the small grill outside.,0,0
258883,648739,Several pieces of bread sitting on a grill with a person putting vegetables on top of them.,0,0
512836,12022,A woman with a red umbrella is walking two dogs in the snow.,1,0
512836,14827,"A person with a white umbrella, with two dogs.",0,0
512836,15052,A woman is walking her dogs  on the city sidewalks through the newly fallen snow.,1,0
512836,15673,A person with an umbrella and two dogs walking in the snow.,0,0
512836,17191,A woman is walking two dogs in the snow. ,1,0
193348,705770,A small child that is holding a toothbrush and brushing their teeth.,0,0
193348,706541,A child brushing their teeth in a bathroom.,0,0
193348,708032,A very small cute kid brushing his teeth.,0,0
193348,709055,there is a young child that is brushing his teeth,0,0
193348,715685,The small child is brushing it's teeth with a green toothbrush. ,0,0
463690,66080,The man is lying on the sidewalk with one leg in the air.,0,1
463690,69272,A man is laying down in a pavement balancing a ball on his foot while others watch.,0,1
463690,69338,A man laying on the street playing with a soccer ball while people look on,0,1
463690,70085,A man laying on his back while kicking a soccer ball.,0,1
463690,70913,A man balancing a soccer ball on his foot.,0,1
447314,312780,A woman flies a kite near a young child.,1,0
447314,313257,"A mother and child fly a kite in a grassy field, with a tower in the background.",0,0
447314,320661,The people fly a kite by the tall stone building.,0,0
447314,321720,A lady and a little girl flying a kite on a grassy field.,1,0
447314,322152,A woman and girl flying a kite near a large castle.,1,0
471893,229347,an  image of two people playing video games,0,0
471893,231987,two people standing next to a table playing nintendo wii,0,0
471893,248025,A man and boy with video game controllers playing a game.,0,1
471893,249183,A man and boy playing a game with a Nintendo Wii controller.,0,1
471893,249189,A man and a boy hold video controllers on opposite sides of a dining table containing a projector.,0,1
119641,200156,A herd of elephants walking down a river with people riding on their backs.,0,0
119641,208802,an image of people riding elephants in the water,0,0
119641,208982,Many tourists riding on elephants in a river,0,0
119641,211532,A group of people cross a river while riding elephants.,0,0
119641,213119,People are riding on elephants in a river.,0,0
209753,437537,A woman with large black tear drop earrings and a black dress looks at her cell phone. ,1,0
209753,440963,The young girl using her cell phone is wearing a glowing belt.,1,0
209753,441605,a woman standing while looking at her cell phone ,1,0
209753,442127,A woman looks down at her phone in her hands.,1,0
209753,442754,A young woman looking at her cell phone.,1,0
209757,289009,A man on a skateboard on a ledge.,0,1
209757,292513,Boy riding a skate board over a concrete seat.,0,0
209757,292627,A man in a baseball cap riding a skateboard grinding an edge.,0,1
209757,294361,A male skateboarder skateboards in an area with others,0,1
209757,295057,A man is jumping over a bench on a skateboard.,0,1
258911,719006,A row of cows standing behind a metal fence.,0,0
258911,726656,Several cows that are lined up next to one another.,0,0
258911,727346,a person standing next to cows behind containers,0,0
258911,727400,Cows stand in line at a far as people look at them.,0,0
258911,730103,A woman in a straw hat takes photos of brown cows inside a barn.,1,0
226147,766727,A woman is taking a picture of food with a mobile device.,1,0
226147,768239,A woman that is sitting down in front of a table.,1,0
226147,769892,A woman taking a photo of her food with a cell phone.,1,0
226147,771626,a woman in a white top at a table with food,1,0
226147,772565,A women who is taking a picture of her food.,1,0
226154,437962,A green and white bus on street next to dirt area.,0,0
226154,438658,A large green bus and people on a motor bike.,0,0
226154,440173,A bus traveling down a road beside a motorcycle. ,0,0
226154,441250,The large green bus drives near two people on a motorcycle.,0,0
226154,441499,a green tour bus driving down the road,0,0
299887,681999,A man and a woman are posing next to a red motorcycle.,1,1
299887,682989,A man and woman beside a red motorcycle.,1,1
299887,683301,a man and a woman are standing beside a red motorcycle,1,1
299887,685026,Man and woman sitting on the back of a motorcycle.,1,0
299887,685662,"A man and a woman posing in front of a motorcycle.
",1,1
430961,760831,A baseball player preparing to throw a pitch during a game.,0,0
430961,767866,A man that is standing in the dirt with a glove.,0,1
430961,769279,A baseball player lunges and reaches back with the ball.,0,0
430961,770470,A baseball player pitching a baseball on top of a field.,0,0
430961,772825,A man in a Rays uniform is throwing a baseball,0,1
463730,227649,Two buses parked in a parking lot next to cars.,0,0
463730,257184,People crossing a busy city street full of vehicles.,0,0
463730,257943,A couple of people are crossing a busy street,0,0
463730,258183,Pedestrians crossing a street between buses and cars. ,0,0
463730,261876,A street with two busses and people walking.,0,0
357238,680464,A kite being flown in the middle of a beach.,0,0
357238,680857,Some one is flying a kite high on the beach.,0,0
357238,682069,a person that is flying a kite in the sky,0,0
357238,683734,The kite surfer is standing below the flying kite on a beach.,0,0
357238,684532,A person flies a parasol while standing in the water by a beach. ,0,0
37751,314474,A person on dirt bike riding down a hill with mountains in background.,0,0
37751,314888,a person riding a motorcycle with mountains in the background,0,0
37751,318821,A person on a motorcycle riding on a mountain.,0,0
37751,321575,A person riding a motorcycle on a gravel road on a hill.,0,0
37751,327005,Two motorcycle riders are on a dirt path,0,0
177015,22494,A man using his laptop computer while a cat sits on his lap.,0,1
177015,23541,A man sitting in a chair with a cat and a laptop.,0,1
177015,24645,A cat sitting on the man's lap while the man types on the laptop. ,0,1
177015,26400,An Apple user and his faithful cat surf the web.,0,0
177015,27798,a man using his laptop while his cat looks at the screen,0,1
13177,801288,a man is working on a hub cap on the ground,0,1
13177,804423,"A man sitting on the ground, fixing a motorcycle wheel.",0,1
13177,805572,A man in a green shirt working on a rim.,0,1
13177,806973,a man in a green shirt a rim and motorcycle,0,1
13177,808593,a man fixing a tire for a motorcycle,0,1
398203,779089,Several children on teams are running toward a soccer ball,0,0
398203,779608,A group of people who are standing in the grass.,0,0
398203,780991,Several young children participating in a coed soccer game.,0,0
398203,781543,A bunch of little kids playing soccer with each other. ,0,0
398203,783334,A group of children are playing soccer on a sunny day.,0,0
283520,436083,Two men play around on a nature trail.,0,1
283520,437157,Two men stand in the woods as one of them throws a Frisbee.,0,1
283520,441729,Two people standing in front of some trees.,0,0
283520,444435,A man throwing a frisbee on a course as another looks on.,0,1
283520,446655,Two guys in the woods playing with a disc.,0,0
455555,422580,a little boy sitting on a skateboard and riding it,0,1
455555,425472,A young child smiles on a scooter in an historic photo.,0,0
455555,427500,A young boy riding on top of a skateboard.,0,1
455555,428928,a black and white picture of a little boy and girl,1,1
455555,429456,A boy riding a skateboard on a sidewalk as another laughs in the background.,0,1
5001,542124,A group of people cutting a ribbon on a street.,0,0
5001,545685,A man uses a pair of big scissors to cut a pink ribbon.,0,1
